"","Coauthor","Paper","Journal","AuthorID","PaperID"
"5330","","Open problems in graph theory: Labelings and extremal graphs, Plenary Address in Combinatorics, Prosiding Komperensi Nasional X Matematika,","ITB Bandung Jurnal MIHMI",308,5330
"5331","LBrankovic","Spectrum of premature partial latin squares,","Proceedings of AWOCA Perth",308,5331
"5332","MSutton","On the sum number of wheels,","Discrete Mathematics",308,5332
"5333","JRyan;XSlamin;KSugeng;MTuga","Open problems in exclusive sum graph labeling,","Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea",308,5333
"5334","LBrankovic;JCooper","Utilising secret sharing for access to medical databases,","HICS Conference Adelaide",308,5334
"5335","MSutton;JRyan;XSlamin","Open problems in mod sum graphs,","Proceedings of AWOCA",308,5335
"5336","IRoberts;JSimpson","Application of symmetric chains to an optimization problem in the security of statistical databases,","Bulletin of ICA Volume",308,5336
"5337","LBrankovic;JSiran","Towards a practical auditing method for the prevention of statistical database compromise,","Seventh Australasian Database Conference Proceedings Australian Computer Science Communications",308,5337
"5338","MSutton","Using graph labellings to store linkages in relational databases,","Proceedings of AWOCA Hunter Valley",308,5338
"5339","EChang;CColman;WEe","Comparison of Industry-Sited Projects and University-Sited Projects for Final Year Students,"," International Conference Software Engineering Research and Practice SERP Las Vegas",308,5339
"5340","WDWallis;ETBaskoro;XSlamin","Edge-magic total labelings,","Australasian Journal of Combinatorics",308,5340
"5341","CatherineColman;ElizabethChang;WanEe","Comparison of Industry-Sited Projects and University-Sited Projects for Final Year Students ","Software Engineering Research and Practice",308,5341
"5342","GrahamWrightson;LjiljanaBrankovic;PeterNorak","Usability of Compromise-Free Statistical Databases","SSDBM Statistical and Scientific Database Management",308,5342
"5343","EDahlhaus;PManuel","A characterisation of strongly chordal graphs,","Discrete Mathematics",308,5343
"5344","JAMacDougall;XSlamin;WDWallis","Vertex-magic total labelings of graphs,","Utilitas Math",308,5344
"5345","EDahlhaus;JRyan","Komplexitat von Eisenbahnrangierproblemen,","Kolloquium uber Kombinatorik Braunschweig",308,5345
"5346","JAMacDougall;WWallis","Vertex-magic total labelings of wheels and related graphs,","Utilitas Math",308,5346
"5347","EDahlhaus;FManne;JRyan","Algorithms for combinatorial problems related to train marshalling,","Proceedings of AWOCA Hunter Valley",308,5347
"5348","BDMcKay;JSiran","A note on large graphs of diameter two and given maximum degree,","J Combinatorial Theory",308,5348
"5349","KedsPark","","Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea",308,5349
"5350","HMNguyen;XSlamin","Construction techniques for diregular and non-diregular large directed networks,","Proceedings of AWOCA Frazer Island",308,5350
"5351","JSiran","Digraphs of degree two which miss the Moore bound by two,","Discrete Mathematics",308,5351
"5352","CARodger;RSimanjuntak","Distance magic labelings of graphs,","Australasian J Combin",308,5352
"5353","JRyan;XSlamin;WFSmyth","Labelling wheels for minimum sum number,","JCMCC",308,5353
"5354","JGimbert;JSiran;XSlamin","Almost Moore digraphs are diregular,","Discrete Mathematics",308,5354
"5355","","A model of statistical database compromise incorporating supplementary knowledge, in Databases in the 's - , ","",308,5355
"5356","ETBaskoro;PManuel;JRyan;MSutton","Generalized clique covering in circular arc graphs,","Proceedings of AWOCA Darwin",308,5356
"5357","ETBaskoro;LBrankovic;JPlesnik;JRyan;JSiran","Large digraphs with small diameter: A voltage assignment approach,","JCMCC",308,5357
"5358","EBaskoro;XSurahmat;SMNababan","On Ramsey numbers for trees versus wheels of five or six vertices,","Graphs and Combinatorics",308,5358
"5359","JAMacDougall;XSlamin;WDWallis","Problems in magic total labellings,","Proceedings of AWOCA Perth",308,5359
"5360","ETBaskoro","On the construction of networks with minimum diameter,","Proceedings of the th Australian Computer Science Conference",308,5360
"5361","IRoberts;JSimpson","Prevention of relative compromise using Audit Expert,","Bulletin of ICA",308,5361
"5362","ETBaskoro;JPlesnik","On the structure of digraphs with order close to the Moore bound,","Graphs and Combinatorics",308,5362
"5363","JCooper","Security considerations for present and future medical databases,","re printed by the IMIA Yearbook of Medical Informatics",308,5363
"5364","ETBaskoro;JSiran","A note on almost Moore digraphs of degree three,","Acta Mathematica Universitatis Comenianae LXVI",308,5364
"5365","JCooper","Security considerations for present and future medical databases,","International Journal of Bio Medical Computing",308,5365
"5366","ETBaskoro","Open problems in constructing digraphs with minimal diameter,","Proceedings of the th AWOCA Ubud",308,5366
"5367","","Security issues in medical databases,","HIANSW Third Annual Conference Hunter Valley",308,5367
"5368","ETBaskoro","A procedure for constructing a minimum-diameter digraph,","Bulletin of ICA",308,5368
"5369","","Some open problems in optimal digraphs,","Tatra Mountains Mathematical Publications",308,5369
"5370","EDahlhaus;PManuel","Maximum h-colorable subgraph problem in balanced graphs,","Information Processing Letters",308,5370
"5371","ETBaskoro;JPlesnik;SZnam","Regular digraphs of diameter and maximum order,","Australasian Journal of Combinatorics",308,5371
"5372","JRyan;WFSmyth","The sum number of a disjoint union of graphs,","Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea",308,5372
"5373","EDahlhaus;PManuel","Parallel algorithms for generalised clique transversal problems,","Ars Combinatoria",308,5373
"5374","FBertault","Extended graph model for software visualization,","Proceedings of SoftVis Sydney",308,5374
"5375","JRyan;WSmyth","The sum number of the cocktail party graph,","Bulletin of ICA",308,5375
"5376","EliasDahlhaus;JosephFRyan;PeterHorak","The train marshalling problem ","Discrete Applied Mathematics",308,5376
"5377","JGimbert;FRuskey;JRyan","Iterations of eccentric digraphs,","Proceedings of AWOCA Frazer Island",308,5377
"5378","EliasDahlhaus;JanKratochv&iacute;l;PaulDManuel","Transversal Partitioning in Balanced Hypergraphs ","Discrete Applied Mathematics",308,5378
"5379","SMorris;JCooper;DBomba;LBrankovic;FPacecho","Australian healthcare: a smart card for a clever country,","International Journal of Bio Medical Computing",308,5379
"5380","EDahlhaus;JKratochvil;PManuel","Transversal partitioning in balanced hypergraphs,","Proceedings of the Twente Workshop Graphs and Combinatorial Optimization Enschede The",308,5380
"5381","AnnaDraganova;MartinSutton","Mod sum number of wheels ","Ars Comb",308,5381
"5382","PEades;HElGindy;MHoules;BLenhart;DRappaport;SWhitesides","Dominance drawing of bipartite graphs,","Proceedings of the Fifth Conference Computational Geometry",308,5382
"5383","PEades;MKeil;PManuel","Two dominating sets with minimum intersection in chordal graphs,","Nordic Journal of Computing",308,5383
"5384","ZFeng","Data integrity in relational databases,","Proceedings of th New Zealand Annual Computer Science Conference",308,5384
"5385","ZFeng;YJia","Null values in relational DBMS, in Databases in the 's B Srinivasan and J Zeleznikow ed ,","World Scientific",308,5385
"5386","FBertault","An algorithm for drawing compound graphs,","Lecture Notes Computer Science ed Kratochvil",308,5386
"5387","JBoland","Eccentric digraph of a digraph,","Proceedings of AWOCA Bandung Indonesia",308,5387
"5388","JBoland;FBuckley","Eccentric Digraphs,","Discrete Mathematics",308,5388
"5389","HNagamochi;XSlamin","Bounds on the number of isolates in sum graph labeling,","Discrete Mathematics",308,5389
"5390","DBomba;LBrankovic;JCooper;SMorris;FPacecho","Data Inference in Medical Databases,","Inaugural Conference of the Asia Pacific Association of Medical Informatics",308,5390
"5391","DavidRappaport;HossamAElGindy;MichaelEHoule;SueWhitesides;WilliamLenhart","Dominance Drawings of Bipartite Graphs ","CCCG Canadian Conference Computational Geometry",308,5391
"5392","DBomba;LBrankovic;JCooper;SMorris;FPacecho","Security Measurement and Medical Databases,","Inaugural Conference of the Asia Pacific Association of Medical Informatics",308,5392
"5393","AlexanderRosa;LjiljanaBrankovic;PeterHorak","Premature partial latin squares ","Ars Comb",308,5393
"5394","DBomba;LBrankovic;JCooper;SMorris;FPacecho","Australian Healthcare: Smart Card for a Clever Country,","Inaugural Conference of the Asia Pacific Association of Medical Informatics",308,5394
"5395","JenniferSeberry","Relative Compromise of Statistical Databases ","Australian Computer Journal",308,5395
"5396","LjiljanaBrankovic;PeterHorak","A Combinatorial Problem in Database Security ","Discrete Applied Mathematics",308,5396
"5397","RSimanjuntak","Largest planar digraphs of diameter two,","Proceedings of AWOCA Frazer Island",308,5397
"5398","LBrankovic;DBomba;JCooper;SMorris;FPacecho","Confidentiality of patient records and the data inference problem,","HICS Conference Adelaide",308,5398
"5399","RSimanjuntak","Survey of a,d -antimagic graph labelings, Prosiding Komperensi Nasional X Matematika, ITB Bandung, July ,","Jurnal MIHMI",308,5399
"5400","ZFeng;YJia","Nulls in relational DBMS,","Proceedings DBIS Sydney",308,5400
"5401","LBrankovic;PLieby","Flattening antichains with respect to the volume,","Electronic Journal of Combinatorics R",308,5401
"5402","RSimanjuntak;FBertault","Two new a,d antimagic labelings,","Proceedings of AWOCA Hunter Valley",308,5402
"5403","ZFeng;YJia","An multivalued approach to relational DBMS,","Proceedings of the Far East Conference Future Databases Kyoto",308,5403
"5404","LBrankovic;JSiran","Graphs, - matrices and usability of statistical databases,","Congr Numer",308,5404
"5405","JozefSiran;LjiljanaBrankovic","Towards a Practical Auditing Method for the Prevention of Statistical Database Compromise ","Australasian Database Conference",308,5405
"5406","ZFeng;IFris","An enhancement of domain integrity in relational database,","Proceedings of International Conference for Young Computer Scientists Beijing",308,5406
"5407","MBaca;YLin;MZYoussef","Edge-antimagic graphs","Discrete Mathematics",308,5407
"5408","XSlamin;MBaca;YLin;RSimanjuntak","Edge-magic total labelings of wheels, fans and friendship graphs,","Bulletin of ICA",308,5408
"5409","ZFeng;MZhang","An intelligent database model,","Third International Conference for Young Computer Scientists Beijing",308,5409
"5410","MBaca","d-antimagic labelings of plane graphs,","Proceedings of AWOCA Hunter Valley",308,5410
"5411","XSlamin","Diregularity of digraphs close to Moore bound, Prosiding Komperensi Nasional X Matematika,","ITB Bandung Jurnal MIHMI",308,5411
"5412","ZFeng;HDai","A proposal towards data integrity subsystem for relational databases,","Proceedings of Baltic International Conference Database Method Riga",308,5412
"5413","MBaca","Valuations of a certain class of convex polytopes,","JCMCC",308,5413
"5414","Fran&ccedil;oisBertault","An Algorithm for Drawing Compound Graphs ","Graph Drawing",308,5414
"5415","MBaca;YLin","Valuations of plane quartic graphs,","JCMCC",308,5415
"5416","IvanFris","Minimum Diameter of Diregular Digraphs of Degree ","Comput J",308,5416
"5417","MBaca;XSlamin","Vertex-magic total labelings of generalized Petersen graphs,","Int J of Computer Mathematics Issue",308,5417
"5418","PHorak;LBrankovic","Combinatorial problem in data security,","Discrete Applied Mathematics",308,5418
"5419","MBaca;FBertault;JAMacDougall;RSimanjuntak;XSlamin","Vertex-antimagic total labelings of graphs,","Discussiones Mathematicae Graph Theory",308,5419
"5420","CIliopoulos;BedsSmyth",""," th Australasian Workshop Combinatorial Algorithms Special Issue Int J of Computer Mathematics Issue",308,5420
"5421","MBaca;XSlamin","Every generalized Petersen graph has a vertex-magic total labeling,","Proceedings of AWOCA Hunter Valley",308,5421
"5422","MBaca","On d-magic labelings of type , , for prisms,","JCMCC",308,5422
"5423","YingxianJia;ZhuopengFeng","A Multivalued Approach to Handle Nulls in RDB ","Future Databases",308,5423
"5424","MBaca;ETBaskoro","On d-antimagic labelings of honeycomb,","Proceedings of AWOCA Bandung Indonesia",308,5424
"5425","LBrankovic;JPlesnik;JRyan;JSiran","Large graphs with small diameter: A voltage assignment approach,","Australasian Journal of Combinatorics",308,5425
"5426","LBrankovic;AFurche;GWrightson","NewCash - Anonymous payments with receipts,","Proceedings of SICON",308,5426
"5427","LBrankovic","An application of combinatorics to the security of statistical databases,"," th Conference of the Austr Math Society Armidale requested for publication Australian Mathematical Society Gazette",308,5427
"5428","XSlamin;ETBaskoro","Diregularity of digraphs of out-degree three and order two less than Moore bound,","Proceedings of AWOCA Bandung Indonesia",308,5428
"5429","LjiljanaBrankovic;PeterHorak","An Optimization Problem in Statistical Databases ","SIAM Society for Industrial and Applied Mathematics J Discrete Math",308,5429
"5430","Slamin","On the Monotonicity of Minimum Diameter with Respect to Order and Maximum Out-Degree ","COCOON Computing and Combinatorics",308,5430
"5431","LBrankovic;PHorak","An optimisation problem in statistical database security,","SIAM Society for Industrial and Applied Mathematics Journal Discrete Mathematics",308,5431
"5432","XSlamin","On two conjectures concerning vertex-magic total labeling of generalized Petersen graphs,","Bulletin of ICA",308,5432
"5433","LBrankovic;JSiran","On range query usability of statistical databases,","Int J of Computer Mathematics Issue",308,5433
"5434","XSlamin","Open problems in sum and integral sum graph labellings,","Proceedings of AWOCA",308,5434
"5435","LBrankovic;JPlesnik;JRyan;JSiran","A note on constructing large Cayley graphs of given degree and diameter by voltage assignment,","Electronic Journal of Combinatorics R",308,5435
"5436","XSlamin","Sum graph labelling and related problems,","Jurnal MIHMI",308,5436
"5437","LBrankovic","Introduction to Statistical Database Security, Special Issue,","Selected Topics of Cryptography and Information Security Communications of the CCISA",308,5437
"5438","KSugeng;MBaca"," a,d -edge-antimagic total labeling,","Indonesia Conference Computational Geometry and Graph Theory Bandung Indonesia",308,5438
"5439","AVKelarev;OSokratova","Directed graphs and closure properties for languages,","Proceedings of AWOCA Bandung Indonesia",308,5439
"5440","LBrankovic","Open problems in the security of statistical databases,","Proceedings of AWOCA",308,5440
"5441","KASugeng","Open problems in secret sharing,","Proceedings of AWOCA Frazer Island",308,5441
"5442","JanKratochv&iacute;l;PaulDManuel","Generalized Domination in Chordal Graphs ","Nordic Journal of Computing",308,5442
"5443","LBrankovic;PHorak;ARosa","Premature partial latin squares,","Ars Combinatoria",308,5443
"5444","MSutton;JRyan;XSlamin","Connected graphs which are not mod sum graphs,","Discrete Mathematics",308,5444
"5445","JKratochvil;PManuel;AProskurowski","Disjoint and unfolding domination in graphs,","Australasian Journal of Combinatorics",308,5445
"5446","MSutton","Mod sum graph labelling of Hmn and Kn,","Australasian Journal of Combinatorics",308,5446
"5447","JKratochvil;PManuel","Generalized domination in chordal graphs,","Nordic Journal of Computing",308,5447
"5448","MSutton;ADraganova","Mod sum number of wheels,","Ars Combinatoria",308,5448
"5449","JKratochvil;HNNguyen","Sum graph labels - an upper bound and related problems,","Proceedings of AWOCA Bandung Indonesia",308,5449
"5450","YLin;CRodger","Edge connectivity of cages,","Proceedings of AWOCA Bandung Indonesia",308,5450
"5451","YLin","Generalisations of directed Moore graphs,","Proceedings of AWOCA Frazer Island",308,5451
"5452","YLin","Vertex magic total labellings of complete graphs,","Bulletin of ICA",308,5452
"5453","YLin;RSimanjuntak;XSlamin","Magic and antimagic labelings of wheels,","Proceedings of AWOCA Hunter Valley",308,5453
"5454","YLin;XSlamin;MBaca","On $d$-antimagic labelings of prisms,","Ars Combin",308,5454
"5455","MBaca;JRyan","On d-antimagic labelings of prisms and antiprisms,","Proceedings of AWOCA Bandung Indonesia",308,5455
"5456","MBaca;YLin;RSimanjuntak","New constructions of magic and antimagic graph labelings,","Utilitas Math",308,5456
"5457","MBaca;SJendrol;JRyan","On irregular total labelings","Discrete Mathematics",308,5457
"5458","IFris","Maximum order digraphs for diameter or degree , Pullman volume of Graphs and Matrices,","Lecture Notes Pure and Applied Mathematics",308,5458
"5459","MBaca","Antimagic face labeling of convex polytopes based on biprisms,","Journal of Combinatorial Mathematics and Combinatorial Computing",308,5459
"5460","CRodger;RSimanjuntak","On distance magic graphs,","Proceedings of AWOCA Bandung Indonesia",308,5460
"5461","MBaca;SJendrol;JRyan","Antimagic labelings of generalised Petersen graphs that are plane,","Ars Combinatoria",308,5461
"5462","BPascoe;IRoberts","An Expert System for security of statistical databases,","IJCAI International Joint Conference Artificial Intelligence Workshop Integrating Artificial Intelligence into Databases Sydney",308,5462
"5463","MBaca;ETBaskoro;SJendrol","Antimagic labelings of hexagonal plane maps,","Utilitas Math",308,5463
"5464","GaryChristensen;MIMiller;YAmit;UGrenander","Global Shape Models for Anatomical Structures,","Poor and Schwartz editors Proceedings of the th Conference Information Sciences and Systems University",309,5464
"5465","GEChristensen;SCJoshi;MIMiller","Volumetric Transformation of Brain Anatomy,","IEEE Transactions Medical Imaging",309,5465
"5466","GaryChristensen;MichaelIMiller;MichaelWVannier;UlfGrenander","Individualizing Neuroanatomical Atlases Using a Massively Parallel Computer,","IEEE Computer",309,5466
"5467","GaryEChristensen;MichaelVannier;UlfGrenander","Individualizing Neuroanatomic Atlases Using a Massively Parallel Computer ","IEEE Computer",309,5467
"5468","MichaelIMiller","Method and apparatus for image registration,","United States Patent US Patent Office",309,5468
"5469","GEChristensen;SCJoshi;MIMiller","Individualizing Anatomical Atlases of the Head,","Proc th Intl Conf Visualization Biomedical Computing",309,5469
"5470","MIMiller;TJSchaewe;CSBosch;JJHAckerman","A Mathematical Signal Model for Phase and Frequency Encoded Magnetic Resonance Imaging Data,","J Magn Reson series B",309,5470
"5471","GaryChristensen;MIMiller;JLMarsh;MWVannier","Automatic Analysis of Medical Images Using a Deformable Textbook,","",309,5471
"5472","MichaelIMiller;GaryEChristensen;YaliAmit;UlfGrenander","Mathematical Textbook of Deformable Neuroanatomies,","Proceedings of the National Academy of Science",309,5472
"5473","GaryChristensen;RDRabbitt;MIMiller;SCJoshi;UGrenander;TCoogan;DVanEssen","Topological properties of smooth anatomic maps,","Y Bizais C Braillot and R Di Paola editors Information Processing Medical Imaging th International Conference Kluwer Academic Publishers",309,5473
"5474","MIMiller;DLSnyder;SMMoore","An Evaluation of the Use of Sieves for Producing Estimates of Radioactivity Distributions with the EM Algorithm for Positron Emission Tomography,","IEEE Trans Nucl Sci",309,5474
"5475","MCooper;UlfGrenander;MichaelMiller;AnujSrivastava","Accommodating Geometric and Thermodynamic Variability For Forward-Looking Infrared Sensors,","Proc SPIE The International Society for Optical Engineering Algorithms for Synthetic Aperture Radar IV E Zelnio Ed",309,5475
"5476","MIMiller;DLSnyder","An Alternating Maximization of the Entropy/Likelihood Function for Image Reconstruction and Spectrum Estimation,","Proc SPIE The International Society for Optical Engineering Advanced Architectures and Algorithms",309,5476
"5477","MCooper;ASrivastava;MIMiller","Quadratic Analysis of Information Measures for Object Recognition,","SPIE The International Society for Optical Engineering",309,5477
"5478","MIMiller;DRFuhrmann","An EM Algorithm for Direction-of-Arrival Estimation for Narrowband Signals in Noise,","Proc SPIE The International Society for Optical Engineering Advanced Algorithms and Architectures for Signal Process",309,5478
"5479","MatthewCooper;MichaelMiller","Information Gain in Object Recognition Via Sensor Fusion,","Proc of the Intl Conf Multisource Multisensor Information Fusion",309,5479
"5480","MIMiller;KBLarson;JESaffitz;DLSnyder;LJThomas;BRoysam","A New Method for Analysis of Electron Microscopic Autoradiographs,","Biotechniques",309,5480
"5481","MIMiller;JWang","A New Stochastic Model for Auditory-Nerve Discharge,","J Acoust Soc Am",309,5481
"5482","MIMiller;ATrouve;LYounes","On the Metrics and Euler-Lagrange Equations of Computational Anatomy,","Annual Review of biomedical Engineering",309,5482
"5483","MIMiller","Application of Likelihood and Entropy for Toeplitz Constrained Covariance Estimation,","Maximum Entropy and Bayesian Methods Science and Engineering Kluwer Academic Publishers",309,5483
"5484","MCooper;MIMiller","Information Measures for Object Recognition,","SPIE The International Society for Optical Engineering Conference Algorithms for Synthetic Aperture Radar Imagery V",309,5484
"5485","MCooper;MIMiller","Information Measures for Object Recognition Accommodating Signature Variability,","IEEE Transactions Information Theory pages",309,5485
"5486","MCooper;AaronLanterman;SarangJoshi;MichaelMiller","Representing The Variation of Thermodynamic State Via Principal Components Analysis,","Proc Third Workshop Conventional Weapon ATR U S Army Missile Command",309,5486
"5487","JohnGCsernanskuy;LeiWang;PhD;JeffreySwank;ChinChinTing;jPhilipMiller;MichaelIMiller;JohnCMorris","Hippocampal Volume and shape Variation Predicts Cognitive Decline in Nondemented Elder Subjects,","World Congress",309,5487
"5488","MIMiller;MBSachs","Representation of Voice Pitch in Discharge Patterns of Auditory-Nerve Fibers,","Hearing Res",309,5488
"5489","JohnGCsernansky;MathewKSchindler;NReaganSplinter;LeiWang;MohktarGado;LynnDSelemon;DevnaRastogi-Cruz;JoelAPosener;PaulAThompson;MichaelIMiller","Abnormalities of Thalamic Volume and Shape in Schizophrenia,","American Journal of Psychiatry",309,5489
"5490","MIMiller;MBSachs","Representation of Stop Consonants in the Discharge Patterns of Auditory-Nerve Fibers,","J Acoust Soc Am",309,5490
"5491","JohnGCsernansky;JohnWHaller;AyanashuBanerjee;LeiWang;SarangCJoshi;GaryEChristensen;MokhtarGado;MichaelWVannier;MichaelIMiller","A Comparison of the Hippocampus in Schizophrenia and Control Subjects using Automated Methods for Neuromorphometry,","Schizophrenia Research",309,5491
"5492","MIMiller","Strategies for the Representation of Broadband Stimuli in the Discharge Patterns of Auditory Nerve Fibers,","Proc NATO Advanced Res Workshop Auditory Frequency Selectivity Auditory Frequency Selectivity",309,5492
"5493","JohnGCsernansky;JohnWHaller;AyanashuBanerjee;LeiWang;SarangCJoshi;GaryEChristensen;MokhtarGado;MichaelWVannier;MichaelIMiller","A Comparison of the Hippocampus in Schizophrenia and Control Subjects Using Automated Methods for Neuromorphometry ,"," th Annual Meeting of the ACNP San Juan Puerto Rico",309,5493
"5494","MIMiller;PEBarta;MBSachs","Strategies for the Representation of a Tone in Background Noise in the Temporal Aspects of the Discharge Patterns of Auditory-Nerve Fibers,","J Acoust Soc Am",309,5494
"5495","JohnGCsernansky;LeiWang;SarangCJoshi;MokhtarGado;JohnGMorris;MichaelIMiller","A Computerized Brain Mapping Method for Detailed Analyses of Neuroanatomical Shapes and Volumes,","International Journal of Psychopharmacology Suppl S",309,5495
"5496","YAmit;MIMiller","Large Deviations for Coding Markov Chains and Gibbs Random Fields,","IEEE Trans Inform Theory",309,5496
"5497","AyananshuBanerjee;GaryChristensen;SarangJoshi;NavinKhaneja;UGrenander;LarissaMatejic","Statistical Methods in Computational Anatomy,","Statistical Methods Medical Research",309,5497
"5498","JohnGCsernansky;LeiWang;SarangCJoshi;MokhtarGado;JohnGMorris;MichaelIMiller","Hippocampal Deformities Detected in Schizophrenia and Alzheimer's Disease by High Dimensional Brain Mapping,","European Neuropsychopharmacology Suppl S",309,5498
"5499","YAmit;MIMiller","Large Deviations for the Asymptotics of Ziv-Lempel Codes for -D Gibbs Fields,","IEEE Trans Inform Theory",309,5499
"5500","MIMiller;KEMark","A Statistical Study of Cochlear Nerve Discharge Patterns in Response to Complex Speech Stimuli,","J Acoust Soc Am",309,5500
"5501","JGCsernansky;LWang;DRastogi-Cruz;JPosener;NBrickel;GHeydebrand;JPhilipMiller;MIMiller","Hippocampal Deformities in Schizophrenia Characterized by high Dimensional Brain mapping,","The American Journal of Psychiatry",309,5501
"5502","MBakircioglu;UGrenander;NKhaneja;MIMiller","Curve Matching on Brain Surfaces Using Frenet Distances,","Human Brain Mapping",309,5502
"5503","MichaelIMiller;MatthewCooper;JosephKostakis","The Information Theory of Sensor Fusion,"," ONR GTRI Workshop Target Tracking Sensor Fusion",309,5503
"5504","MugeBakircioglu;SarangJoshi;MichaelIMiller","Landmark Matching on Brain Surfaces Via Large Deformation Diffeomorphisms on the Sphere,","Proceedings of the SPIE The International Society for Optical Engineering Medical Imaging",309,5504
"5505","MIMiller;DLSnyder","The Application of Maximum Entropy and Maximum-Likelihood for Spectral Estimation,","Proc IEEE Intl Inform Theory Sympos IEEE Inform Theory Group p",309,5505
"5506","MBakircioglu;SJoshi;MIMiller","Landmark Matching on the Sphere Via Large Deformation Diffeomorphisms,","Proceedings of SPIE The International Society for Optical Engineering Medical Imaging Image Processing",309,5506
"5507","MIMiller;DLSnyder","The Role of Likelihood and Entropy in Incomplete-Data Problems: Applications to Estimating Point-Process Intensities and Toeplitz Constrained Covariances,","Proc of the IEEE",309,5507
"5508","ABanerjee;GaryChristensen;JohnHaller;SarangJoshi;MichaelMiller;MarcusRaichle","Accommodating Anatomical Variability in Functional Imaging via Deformable Templates,","Proceedings of the th Annual Allerton Conference Communication Control and Computing University of at",309,5508
"5509","MichaelIMiller;UlfGrenander;JosephASullivan;DonaldLSnyder","Automatic Target Recognition Organized via Jump-Diffusion Algorithms,","IEEE Transactions Image Processing",309,5509
"5510","AyananshuBanerjee;GaryEChristensen;JohnGCsernansky;JohnWHaller;LeiWang;SarangCJoshi","Gaussian Random Fields on Sub-Manifolds for Characterizing Brain Surfaces ","IPMI Information Processing Medical Imaging",309,5510
"5511","ArBarker;CEPriebe;MIMiller;MHosakari;JTRatnanather;LWang;MGado;JCMorris;JCCsernansky","Statistical Testing on Labelled Cortical Depth Maps to Identify Dementia Progression,","Proceedings of Joint Statistical Meetings",309,5511
"5512","RCBarrett;AWMcCarthy;MIMiller;REMorley","Gaussian Convolutions on a Massively Parallel Processor,","Proc st Annu Conf Inform Sci and Syst",309,5512
"5513","JGCsernansky;LWang;JSwank;JPMiller;MGado;DMcKeel;MIMiller;JCMorris","Hippocampal Volume and Shape Predicts Cognitive Decline in the Elderly,","Neuroimage",309,5513
"5514","JGCsernansky;LWang;JSwank;JPMiller;MGado;DMcKeel;MIMiller;JCMorris","Hippocampal Volume and Shape Predicts Cognitive Decline in the Elderly,","World Alzheimer Congress Stockholm",309,5514
"5515","JohnGCsernansky;LeiWang;DanielKido;MokhtarGado;JohnGMorris;MichaelIMiller","Hippocampal Morphometry in Dementia of the Alzheimer Type by Computer Algorithm,","Society of Neuroscience Abstracts",309,5515
"5516","JohnCCsernansky;SarangJoshi;LeiWang;MokhtarGado;JPhilipMiller;UlfGrenander;MichaelIMiller","Hippocampal Morphometry in Schizophrenia by High Dimensional Brain Mapping ,","Proceedings of the National Academy of Science",309,5516
"5517","MIMiller;DLSnyder;MJTurmon","Iterative Maximum-Likelihood Estimation of Toeplitz-Constrained Covariances,","Proc th Annu Allerton Conf Commun Contr and Computing",309,5517
"5518","JohnGCsernansky;LeiWang;SarangJoshi;JPhilipMiller;MokhtarGado;DanielKido;DanielMcKeel;JohnCMorris;MichaelIMiller","Early DAT is Distinguished from Aging by High Dimensional Mapping of the Hippocampus,","Neurology",309,5518
"5519","PierreMoulin;MichaelIMiller","Detection Bounds for Automatic Target Recognition in Compressed Domain,","ISIT",309,5519
"5520","JohnGCsernansky;LeiWang;SarangJoshi;JPhilipMiller;MokhtarGado;DanielKido;DanielMcKeel;JohnCMorris;MichaelIMiller","Early DAT is Distinguished from Aging by High Dimensional Mapping of the Hippocampus,","First International Meeting of Alzheimer s Imaging Consortium DC",309,5520
"5521","JO'Sullivan;StevenPJacobs;MichaelIMiller;DonaldLSnyder","A Likelihood-Based Approach to Joint Target Tracking and Identification,","Conference Record Twenty Seventh Asilomar Conference Signals Systems Computers volume",309,5521
"5522","PDupuis;UGrenander;MIMiller","Variational Problems on Flows of Diffeomorphisms for Image Matching,","Quarterly J Applied Math ed D Mumford and W Freiberger",309,5522
"5523","JosephO'Sullivan;MichaelDDeVore;VikasKedia;MichaelMiller","SAR ATR Performance Using a Conditionally Gaussian Model,","IEEE Transactions Aerospace and Electronic Systems Page",309,5523
"5524","VanEssen;DC;Lewis;JW;Drury;HA;Hadjikhani;N;Tootell;RBH;Bakircioglu;M;Miller;MI","Mapping visual cortex in monkeys and humans using surface-based atlases,","Vision Research",309,5524
"5525","JoelAPosener;LeiWang;JosephLPrice;MokhtarGado;MichaelAProvince;MichaelIMiller;CaseyMBabb;JohnGCsernansky","High Dimensional Mapping of the Hippocampus in Depression,","The American Journal of Psychiatry",309,5525
"5526","MFoltz;ASrivastava;MIMiller;UGrenander","Detection of Multiple Airborne Targets from Multi-Sensor Data,","SPIE The International Society for Optical Engineering Proceedings Volume Radar Ladar Signal Processing and Applications",309,5526
"5527","CPreza;MIMiller;LJThomas;;JGMcNally","A Regularized Linear Method for Reconstruction of -D Microscopic Objects from Optical Sections,","J Opt Soc Am A",309,5527
"5528","DRFuhrmann;MIMiller","On the Existence of Positive Definite Maximum-Likelihood Estimates of Structured Covariance Matrices,","IEEE Trans Inform Theory",309,5528
