"Coauthor","Paper","Journal","AuthorID","PaperID"
"Jang-SooLee;WKHong;SDKim","Performance analysis of a selectively compressed memory system,","Microprocessors and Microsystems ESCI","43","765"
"Young-MinLee;Byung-ChulTak;Hye-SeonMaeng;Shin-DugKim","Real-Time JAVA Virtual Machine for Information Appliances,","IEEE TRANSCATION CONSUNMER ELECTRONICS SCI Scalable Coherent Interface","43","766"
"Jung-HoonLee;Gi-HoPark;Shin-DugKim;CharlesWeems","A Selective Block Buffering TLB System for Embedded Processors,"," to the IEEE TRANSACTION COMPUTERS","43","767"
"Jung-HoonLee;Shin-DugKim","A Selective Temporal and Aggressive Spatial Cache System Based on Time Interval ","ICCD International Conference Computer Design","43","768"
"HSMaeng;TDHan;SDKim","Resource management method for cooperative Web computing on computational Grid,","Lecture Notes Computer Science ESCI","43","769"
"Kyung-LangPark;Hwang-JikLee;Oh-YoungKwon;Sung-YongPark;Hyoung-WooPark;Shin-DugKim","Design and Implementation of a Dynamic Communication MPI Library for the Grid,","International Journal of Computer and Applications to be appeared","43","770"
"WCPark;SHLee;OYKwon;TDHan;SDKim","Floating point adder/subtractor performing IEEE routing and addition/subtraction in parallel"," IEICE Trans Information Systems ESCI","43","771"
"WCPark;TDHan;SDKim;SBYang","A Floating Point Multiplier Performing IEEE Rounding and Addition in Parallel"," Journal of Systems Architecture ESCI","43","772"
"GHPark;OYKwon;TDHan;SDKim;SBYang","Methods to Improve the Performance of Instruction prefetching Through Balanced Improvement by Two Primary Performance Factors"," Journal of Systems Architecture ESCI","43","773"
"Kyung-LangPark;Hwang-JikLee;Yoon-JooLee;Oh-YoungKwon;Sung-YongPark;Hyung-WooPark;Shin-DugKim","An Efficient Collective Communication Method for Grid Scale Networks,","Lecture Notes Computer Science ESCI","43","774"
"GHPark;OYKwon;TDHan;SDKim","Non_referenced prefetch NPR cache for instruction prefetching"," IEE Proceedings Computers Digital Techniques paper","43","775"
"PSShin;WKHong;HCKim;SDKim","Configuration method of multiple clusters for the computational Grid,","Lecture Notes Computer Science ESCI paper","43","776"
"TBBerg;SDKim;HJSiegel","Limitations imposed on mixed-mode performance of optimized phaxes due to temporal juxtaposition"," Journal of Parallel and Distributed Computing","43","777"
"MCWang;JBArmstrong;SDKim;WGNation;HJSiegel","Multiple quadratic forms: A case study in the design of data-parallel algorithms"," Journal of Parallel and Distributed Computing paper","43","778"
"Jin-HyuckChoi;Jung-HoonLee;Se-WoongJeong;Shin-DugKim;CWeems","A Low Power TLB structure for Embedded Systems"," IEEE Computer Society Technical Committee Computer Architecture","43","779"
"Chun-MokChung;Pil-SupShin;Sang-KyumRoh;Won-KeeHong;Maeng-HyeSeon;Shin-DugKim","Design and Evaluation of A Scalable Java-Internet Computing Environment"," International Journal of Parallel and Distributed Systems and Networks ESCI paper","43","780"
"CMChung;PSShin;SDKim","An effective configuration method for Java-Internet computing environment,'' Parallel Processing Letters, , , July paper ","","43","781"
"WKHong;SDKim","A section cache for VLIW architecture,","Journal of Systems Architecture ESCI paper","43","782"
"Shin-DugKim;Won-KeeHong","Design and Evaluation of a Selective Compressed Memory System ","ICCD International Conference Computer Design","43","783"
"SDKim;MANichols;HJSiegel","Modeling overlapped operation between the control unit and processing elements in an SIMD machine"," Journal of Parallel and Distributed Computing","43","784"
"YSKim;TDHan;SDKim","Impact of the Memory Interface Structure in the Memory-Processor Integrated Architecture for Computer Vision"," Journal of Systems Architecture ESCI paper","43","785"
"YKim;MJNoh;TDHan;SDKim","Mapping of Neural Networks onto the Memory-Processor Integrated Architecture"," Neural Networks SCI Scalable Coherent Interface","43","786"
"JMKim;YKim;SDKim;TDHan;SBYang","An Adaptive Parallel Computer Vision System"," Int l Journal of Pattern Recognition and AI Artificial Intelligence","43","787"
"Chi-SungLaih;LeinHarn;TzonelihHwang","Dynamic Threshold Scheme Based on the Definition of Cross-Product in an N-Dimentional Linear Space ","CRYPTO International Crytology Conference","44","788"
"Chi-SungLaih;Chin-HsingChen;LeinHarn","A New Scheme for ID-Based Cryptosystems and Signature ","INFOCOM The Conference Computer Communications","44","789"
"Chi-SungLaih;LeinHarn","On the Design of a Single-Key-Lock Mechanism Based on Newton's Interpolating Polynomial ","IEEE Trans Software Eng","44","790"
"Chin-HsingChen;Jiann-DerLee;Yuan-ChiuanYou","Determining Location and Orientation of A Labelled Cylinder Using Point-Pair Estimation Algorithm ","IJPRAI International Journal of Pattern Recognition and Artificial Intelligence","44","791"
"KellyAnnYamashiro","The ADDIE for ACTIONS Model Matrix: A Tool for Decision-Makers in Distance Education ","WebNet","45","792"
"KellyAnnYamashiro;XunGe","Incorporating Web-Based and Virtual Reality Instruction into a Distance Education Course Using the ADDIE Model of Instructional Design ","WebNet","45","793"
"KellyAnnYamashiro;XunGe","The Fruits of ADDIE: Instructional Products of a Web-Based Distance Education Seminar Using Virtual Reality ","WebNet","45","794"
"KellyAnnYamashiro;XunGe","Pre-class Planning to Scaffold Students for Online Collaborative Learning Activities ","Educational Technology amp Society","45","795"
"GurpreetDhillon","Value assessment of IS/IT service provision within organizations ","ICIS International Conference Information Systems","46","796"
"DTruex","Cognitive Complexity and Methodical Training: Enhancing or Suppressing Creativity","Proceedings of the rd International Conference System Sciences IEEE","46","797"
"ATownsend","Course Structure and Student Preferences: A Consumer-Based Approach to the Design of Introductory MIS Coursework","Proceedings of the International Academy for Information Management North Carolina","46","798"
"DTruex","Examining the Differences between Methodical and Amethodical Information Systems Development","Proceedings of the AIS Americas Conference for Information Systems","46","799"
"","Exploring Cognitive Structures of Information Systems Developers"," Unpublished Dissertation State University","46","800"
"DTruex","Exploring the Impact of Formal Training in ISD Methods on the Cognitive Structure of Novice Information Systems Developer"," Information Systems Journal","46","801"
"JSenn","Investing in Information Technology Human Resource: The Impact on Performance of the Firm","Proceedings of Association for Computing Machinery Special Interest Group Computer Personnel Research ACM SIGCPR Conference Su pporting Teams Groups and Learning Inside and Outside the Information Systems Functions Nashville ACM Press","46","802"
"JSenn","The Impact of Information Technology Spending for Staff Development on Performance of the Firm","Proceedings of the th International Conference System Sciences IEEE","46","803"
"JamesASenn","The Impact of IT Spending for Staff Development on Performance of the Firm ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","46","804"
"JSenn","The Relationship between Information Technology Spending and Corporate Revenue","Proceedings th Annual International Conference System Sciences IEEE","46","805"
"JamesASenn","The relationship between IT spending and corporate revenue ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","46","806"
"DuanePTruex","Cognitive Complexity and Methodical Training: Enhancing or Suppressing Creativity ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","46","807"
"Joo-HoLee;NoriakiAndo;TeruhisaYakushi;KatsunoriNakajima;TohruKagoshima;HidekiHashimoto","Adaptive Guidance for Mobile Robots in Intelligent Infrastructure","IEEE RSJ International Conference Intelligent Robots and Systems","47","808"
"Byoung-JuLee;Gwi-TaePark;Hyun-GuLee","A Design of a Data Accessing Service for a Real-Time Vision Service in the Resource Sharing Architecture ","ICRA International Conference Robotics and Automation","47","809"
"Joo-HoLee;NoriakiAndo;HidekiHashimoto","Design Policy of Localization for Mobile Robots in General Environment","IEEE RSJ International Conference Intelligent Robots and Systems","47","810"
"Joo-HoLee;NoriakiAndo;HidekiHashimoto","Design Policy for Intelligent Space","IEEE Systems Man and Cybernetics Conference","47","811"
"Joo-HoLee;GuidoAppenzeller;HidekiHashimoto","Field and Service Robotics,","Section book by Alexander Zelinsky Editor Springer Verlag ISBN","47","812"
"Joo-HoLee;TakahiroYamaguchi;HidekiHashimoto","Human Comprehension in Intelligent Space"," st IFAC Conference Mechatronic Systems","47","813"
"Joo-HoLee;HidekiHashimoto","Mobile Robot Control by Distributed Sensors","IFAC workshop robot technology","47","814"
"Joo-HoLee;KazuyukiMorioka;HidekiHashimoto","Mobile Robot Control in Intelligent Space for Supporting Human","JSME Journal of Robotics and Mechatronics appear soon","47","815"
"Joo-HoLee;NoriakiAndo;HidekiHashimoto","Mobile Robot Architecture in Intelligent Space","JSME Journal of Robotics and Mechatronics","47","816"
"Joo-HoLee;NoriakiAndo;HidekiHashimoto","What is Needed by Mobile Robots to Move -Intelligent Space for Mobile Robots-","IEEE ASME International Conference Advanced Intelligent Mechatronics","47","817"
"Byoung-JuLee;Gwi-TaePark;Hyun-GuLee","New Architecture for Mobile Robots in Home Network Environment Using Jini ","ICRA International Conference Robotics and Automation","47","818"
"Joo-HoLee;NoriakiAndo;HidekiHashimoto","Intelligent Interaction between Human Operator and Mobile Robot","IEEE International Workshop Robot and Human Communication","47","819"
"Joo-HoLee;HidekiHashimoto","Intelligent Space","IEEE RSJ International Conference Intelligent Robots and Systems","47","820"
"Joo-HoLee;GuidoAppenzeller;HidekiHashimoto;FumioHarashima","Intelligent Space and Mobile Robots","Korea Joint Workshop Future Communication and Intelligent Control","47","821"
"Joo-HoLee;HidekiHashimoto","Intelligent Space - Its concept and contents -","Advanced Robotics Journal","47","822"
"Joo-HoLee;HidekiHashimoto","Intelligent Space: Its past and Future","The th Annual Conference of the IEEE Industrial Electronics Society","47","823"
"Joo-HoLee;GuidoAppenzeller;HidekiHashimoto","A Physical Agent for Intelligent Spaces: Functions and Roles of Mobile robots in Sensored, Networked, Thinking Spaces","IEEE Conference Intelligent Transportation Systems","47","824"
"Joo-HoLee;GuidoAppenzeller;HidekiHashimoto","Physical Agent for Sensored, Networked and Thinking Space","IEEE International Conference Robotics and Automation","47","825"
"Joo-HoLee;HidekiHashimoto","Physical Agent in Intelligent Space","Journal of Industrial Science Research University of Tokyo","47","826"
"Joo-HoLee;NoriakiAndo;TeruhisaYakushi;KatsunoriNakajima;TohruKagoshima;HidekiHashimoto","Applying Intelligent Space to Warehouse - The First Step of Intelligent Space Project -","IEEE ASME International Conference Advanced Intelligent Mechatronics","47","827"
"KazuyukiMorioka;Joo-HoLee;HidekiHashimoto","Mobile Robot Control for Human Following in Intelligent Space","IEEE International Conference Robotics and Automation","47","828"
"KazuyukiMorioka;Joo-HoLee;HidekiHashimoto","Mobile Robot Control for Human Following in Intelligent Space","International Conference Control Automation and Systems","47","829"
"TakashiAkiyama;Joo-HoLee;HidekiHashimoto","Evaluation of CCD Camera Arrangement for Positioning System in Intelligent Space","International Symposium Artificial Life and Robotics","47","830"
"TakashiAkiyama;Joo-HoLee;HidekiHashimoto","Evaluation of Human Localization Using Color Model in Intelligent Space","International Conference Control Automation and Systems","47","831"
"GuidoAppenzeller;Joo-HoLee;HidekiHashimoto","Building Topological Maps by Looking at People: An Example of Cooperation between Intelligent Spaces and Robots","IEEE RSJ International Conference Intelligent Robots and Systems","47","832"
"GuidoAppenzeller;HidekiHashimoto","Physical Agent for Sensored Networked and Thinking Space ","ICRA International Conference Robotics and Automation","47","833"
"HidekiHashimoto;KazuyukiMorioka","Human Centered Robotics in Intelligent Space ","ICRA International Conference Robotics and Automation","47","834"
"HidekiHashimoto;Joo-HoLee","Intelligent Space for Mobile Robot","Korea Joint Workshop Future Communication and Intelligent Control","47","835"
"HidekiHashimoto;Joo-HoLee","Intelligent Space in Robotics -New Development in Robotics-","Korea Joint Workshop Advanced Teleautomation and Intelligent Mechatronics","47","836"
"HashimotoHideki;NoriakiAndo;Joo-HoLee","Chapter The Performance of Mobile Robots Controlled Through the Web","Beyond Webcams An Introduction to Online Robots Section book by Ken Goldberg and Roland Siegwart Editor MIT Press ISBN","47","837"
"Joo-HoLee;GuidoAppenzeller;HidekiHashimoto","Cooperation between Intelligent and Mobile Robot: Physical Agent for Intelligent Space and Extended Sensor for Mobile Robot","International Conf Field and Service Robotics","47","838"
"Jae-NamLee","Outsourcing Strategy and Process for Successful Innovation Seminar ,","Korea International Trade Association","48","839"
"Jae-NamLee;Young-GulKim","Testing a Causal Model of Outsourcing Success: Structural Equation Modeling Approach,"," European Journal of Information Systems Under the st Review","48","840"
"Jae-NamLee;Young-GulKim","Testing a Causal Model of Outsourcing Success: Structural Equation Modeling Approach,","The Korea Management Information Systems Conference Korean Best Paper Award","48","841"
"Ki-ChanNam;Jae-NamLee;InformationSystemsOutsourcing:Method;ForthcomingCaseBook","","","48","842"
"ShanPan;Jae-NamLee","E-Commerce Environment in Asia Pacific Region"," International Conference Information Systems Brisbane Under Review","48","843"
"ShanLPan","Using e-CRM for a unified view of the customer ","Commun ACM","48","844"
"KwokRonChi-waiPi-Shih-Ming;HuynhMinhQJae-NamLee","e-CRM for e-Commerce: An Empirical Study on Customer Value"," Decision Support System Under the st Review","48","845"
"KwokRonChi-waiPi-Shih-Ming;Jae-NamLeeHuynhMinhQ","An Empirical Study on Customer Value in Electronic Commerce"," The Pacific Asia Conference Information Systems Hong Kong","48","846"
"HuynhMinhQ;Jae-NamLee;KwokRonChi-wai;Pi-Shih-Ming","An Exporatory Study of Teaching a Case Method Online"," Information Resources Management Association International Conference","48","847"
"KwokRonChi-wai;HuynhMinhQ;Jae-NamLee;Pi-Shih-Ming","Role of GSS on Collaborative Learning: A Study on Quality of Feedback"," International Conference Information Systems Brisbane Under Review","48","848"
"MinhQHuynh;RonChi-WaiKwok;Shih-MingPi","The Evolution of Outsourcing Research: What is the Next Issue?","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","48","849"
"MinhQHuynh;RonChi-WaiKwok;Shih-MingPi","IT outsourcing evolution: past, present, and future ","Commun ACM","48","850"
"Young-GulKim","Exploring a Causal Model for the Understanding of Outsourcing Partnership ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","48","851"
"Young-GulKim;Jae-NamLee","Partnership Quality in IS Outsourcing,"," The Electronics Times Korean","48","852"
"Jae-NamLee;Young-GulKim","","Testing a Causal Model of Outsourcing Success Structural Equation Modeling Approach","48","853"
"Jae-NamLee;HuynhMinhQ;KwokRonChi-wai;Pi-Shih-Ming","Current and Future Directions of Information Systems Outsourcing"," MIS Workshop Multimedia Information Systems Quarterly Under the st Review","48","854"
"Jae-NamLee;Young-GulKim","Effect of Partnership Quality on IS Outsourcing Success:Conceptual Framework and Empirical Validation,"," Journal of Management Information Systems","48","855"
"Jae-NamLee;KwokRonChi-wai","A Fuzzy GSS Framework for Organizational Knowledge Acquisition,"," International Journal of Information Management Forthcoming","48","856"
"Jae-NamLee;Young-GulKim","Information Systems Outsourcing Strategies for Affiliated Firms of the Korean Conglomerate Groups,"," Journal of Strategic Information Systems","48","857"
"Jae-NamLee;Young-GulKim","Information Systems Outsourcing Strategies for Affiliated Firms of the Korean Conglomerate Groups,","Proceeding of the Korean Management Science Review Conference Korean","48","858"
"Jae-NamLee;Byun-NamChoi","Information Systems Outsourcing Strategy for the Ministry of Construction and Transportation"," The Korea Management Information Systems Conference Korean","48","859"
"Jae-NamLee","What is Information Systems Outsourcing?,"," ComputerWorld Korean","48","860"
"Jae-NamLee;Young-GulKim","Partnership Quality in IS Outsourcing: Empirical Validation,","The th International Decision Science Institute Conference Sydney Best Paper Award from MIS Workshop Multimedia Information Systems Track and Overall","48","861"
"Jae-NamLee","Partnership Quality in IS Outsourcing: Social Theory Perspective"," Doctoral Consortium of the th International Conference Information Systems Helsinki","48","862"
"Jong-ManLee;Young-GulKim;Jae-NamLee","Risk Analysis for Information Systems:An Integrative Framework,"," Journal of MIS Workshop Multimedia Information Systems Research Korean","48","863"
"Jae-NamLee","Strategic Outsourcing Processes Seminar ,","Korea Employees Federation","48","864"
"Jae-NamLee;Young-GulKim","IS Outsourcing Strategies for Affiliated Firms of the Korean Conglomerate Groups,"," Korean Management Review Korean","48","865"
"Jae-NamLee","The Evolution of Outsourcing Research: What is the Next Issue"," The th International Conference Systems Sciences Maui Best Paper Award from Organizational System and Technology Track","48","866"
"Jae-NamLee","The Impact of Knowledge Sharing, Organizational Capability and Partnership Quality on Information Systems Outsourcing Success"," Information Management Under the st Review","48","867"
"Jae-NamLee","The Importance of Partnership in IS Outsourcing,"," Sisa Computer Korean","48","868"
"JaesungKim;KwangsooKim;KeunhwanChoi;JaeYeolLee","Solving D geometric constraints for assembly modeling"," International Journal of Advanced Manufacturing Technology SCI Scalable Coherent Interface Expanded","49","869"
"JaeYeolLee","A cellular topology-based approach to generating progressive solid models from feature-centric models"," Computer Aided Design SCI Scalable Coherent Interface","49","870"
"JaeYeolLee;KwangsooKim"," D geometric constraint solving using DOF-based graph reduction"," Computer Aided Design SCI Scalable Coherent Interface","49","871"
"JaeYeolLee","A D geometric constraint solver for parametric design using graph analysis and reduction"," Lecture Notes Artificial Intelligence Automated Deduction Geometry SCI Scalable Coherent Interface Expanded Xian Shan Gao and Dongming Wang Eds Springer Verlag","49","872"
"JaeYeolLee;KwangsooKim","A feature-based approach to extracting machining features"," Computer Aided Design SCI Scalable Coherent Interface","49","873"
"JaeYeolLee;KwangsooKim","Geometric reasoning for knowledge-based parametric design using graph reduction"," Computer Aided Design SCI Scalable Coherent Interface","49","874"
"JaeYeolLee;KwangsooKim","Generating alternative interpretations of machining features"," International Journal of Advanced Manufacturing Technology SCI Scalable Coherent Interface Expanded","49","875"
"Kyu-YeulLee;O-HwanKwon;JaeYeolLee;Tae-WanKim","A hybrid approach to geometric constraint solving with graph analysis and reduction, Advances in Engineering Software SCI Expanded , , - , ","","49","876"
"JaeYeolLee;HyunKim;Sung-BaeHan","Web-enabled feature-based modeling in a distributed design environment"," Proc of ASME Design Engineering Technical Conf Las Vegas DFM","49","877"
"JaeYeolLee;HyunKim;KwangsooKim","A web-enabled approach to feature-based modeling in a distributed and collaborative design environment"," Concurrent Engineering Research and Applications SCI Scalable Coherent Interface","49","878"
"","A D Geometric Constraint Solver for Parametric Design Using Graph Analysis and Reduction ","Automated Deduction Geometry","49","879"
"NamChulDo;HyunKim;Hyung-SunKim;JaeYeolLee;Joo-HaengLee","Web-based product data management and parts catalog publication system for collaborative product development"," Proc of IIWAS","49","880"
"KwangsooKim","A -D geometric constraint solver using DOF-based graph reduction ","Computer Aided Design","49","881"
"HyunKim;Hyung-SunKim;Joo-HaengLee;Jin-MiJung;JaeYeolLee;Nam-ChulDo","Framework for sharing product information across enterprises"," th ISPE International Conf Concurrent Engineering Research and Applications","49","882"
"KwangsooKim","A feature-based approach to extracting machining features ","Computer Aided Design","49","883"
"HyunKim;SangBongPark;SungBaeHan","Network-Centric Feature-Based Modeling ","Pacific Conference Computer Graphics and Applications","49","884"
"HyunKim;JaeYeolLee;Sung-BaeHan","Process-centric distributed collaborative design based on the web"," Proc of ASME Design Engineering Technical Conf Las Vegas CIE","49","885"
"JaesungKim;KwangsooKim;JaeYeolLee;Hyung-BaeJung","Solving D geometric constraints for closed-loop assemblies"," International Journal of Advanced Manufacturing Technology SCI Scalable Coherent Interface Expanded","49","886"
"JaesungKim;KwangsooKim;JaeYeolLee","Solving D geometric constraints for modeling closed-loop assemblies"," Proc of th International Conf Engineering Design and Automation Las Vegas","49","887"
"JaeYeolLee;HyunKim;Joo-HaengLee;NamChulDo;Hyung-SunKim","Network-centric CAD"," Proc of CALS EC ACM Conference Electronic Korea International Conf Seoul Korea","49","888"
"JaeYeolLee;HyunKim;Sung-BaeHan;Sang-BongPark","Network-centric Feature-based modeling"," Proc of Pacific Graphics Seoul Korea","49","889"
"JaeYeolLee;HyunKim;Sung-BaeHan","Interoperability and shape representation for network-centric virtual prototyping"," Korea Bi National Conf Geometric Modeling and Computer Graphics the World Wide Web Era Seoul Korea","49","890"
"JaeYeolLee;Joo-HaengLee;HyunKim;Sung-BaeHan","Interoperability, shape representation, and geometric processing for network-enabled virtual prototyping"," Proc of ASME International Mechanical Engineering Congress and Exposition DFM","49","891"
"JaeYeolLee","Progressive solid models for internet-based design and collaboration"," Proc of ASME Design Engineering Technical Conf Montreal CIE","49","892"
"JaeYeolLee","Shape representation and interoperability for virtual prototyping in a distributed design environment"," International Journal of Advanced Manufacturing Technology SCI Scalable Coherent Interface Expanded","49","893"
"XudongHe","A Methodology for Constructing Predicate Transition Net Specifications ","Softw Pract Exper","4","894"
"GeraldSegal;RosalieSteier","Positive Alternatives: A Report on an ACM Panel on Hacking ","Commun ACM","4","895"
"GordonBDavis;JohnImpagliazzo;MartinCampbell-Kelly;MichaelRWilliams","IFIP TC /TC Joint Task Group: History in the Computing Curriculum ","IEEE Annals of the History of Computing","4","896"
"","Howard Aiken's Third Machine: The Harvard Mark III Calculator or Aiken-Dahlgren Electronic Calculator ","IEEE Annals of the History of Computing","4","897"
"GeorgeESnively","The Rise and Sale of the General Electric Computer Department: A Further Look ","IEEE Annals of the History of Computing","4","898"
"ColinBurke;DeborahAnderson","The US Bombes, NCR, Joseph Desch, and WAVES: The First Reunion of the US Naval Computing Machine Laboratory ","IEEE Annals of the History of Computing","4","899"
"ColinBurke;DeborahAnderson","Review of US Bombes Full Version Available Online ","IEEE Annals of the History of Computing","4","900"
"","VDL - A Definitional System for All Levels ","ISCA International Symposium Computer Architecture","4","901"
"","The formal definition of the BASIC language ","Comput J","4","902"
"","Standards ","DATA BASE","4","903"
"","Considerations for Future Programming Language Standards Activities ","Commun ACM","4","904"
"","Response to the Federal Trade Commission's Proposed Ruling on Standards and Certification ","Commun ACM","4","905"
"","Some Great Myths of the History of Computing ","HCC","4","906"
"","Gentlemen, We Cannot Escape History - or, Why We Study the History of Computing ","IFIP International Federation for Information Processing Congress","4","907"
"","Biographies ","IEEE Annals of the History of Computing","4","908"
"","Biographies ","IEEE Annals of the History of Computing","4","909"
"","Obituary: Nicholas Constantine Metropolis ","IEEE Annals of the History of Computing","4","910"
"","Biographies ","IEEE Annals of the History of Computing","4","911"
"","Biographies ","IEEE Annals of the History of Computing","4","912"
"","Biographies ","IEEE Annals of the History of Computing","4","913"
"XudongHe","Integrating Predicate Transition Nets with First Order Temporal Logic in the Specification and Verification of Concurrent Systems ","Formal Asp Comput","4","914"
"Cheol-JungYoo;Ok-BaeChang","Component Contract-Based Process for High Level Design ","SNPD","50","915"
"Cheol-JungYoo;Ok-BaeChang","Analysis of object interaction during the enterprise javabeans lifecycle using formal specification technique ","SIGPLAN Special Interest Group Programming Languages Notices","50","916"
"Cheol-JungYoo;Ok-BaeChang","Component Contract-Based Interface Specification Technique Using Z ","International Journal of Software Engineering and Knowledge Engineering","50","917"
"Il-SeokOh","Binary Classification Trees for Multi-class Classification Problems ","ICDAR International Conference Document Analysis","51","918"
"ChingYSuen;Il-SeokOh","A Class-Modularity for Character Recognition ","ICDAR International Conference Document Analysis","51","919"
"ChingYSuen;Il-SeokOh","Analysis of Class Separation and Combination of Class-Dependent Features for Handwriting Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence","51","920"
"Il-YeolSong;Kyu-YoungWhang;Young-KooLee","A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations ","VLDB Very Large Data Bases","52","921"
"Il-YeolSong;Kyu-YoungWhang;Wan-SupCho;Wook-ShinHan"," D-CHI: A Tunable Two-Dimensional Class Hierarchy Index for Object-Oriented Databases ","COMPSAC International Computer Software and Applications Conference","52","922"
"Il-YeolSong;Kyu-YoungWhang;Young-KooLee","A Physical Database Design Method for Multidimensional File Organizations ","Inf Sci","52","923"
"DongYoonKim;DongmokShin;KwangSBoo;KyoungSigRoh;SukhanLee;WoongKwon","Estimation of Vehicle Pose and Road Curvature Based on Perception-Net ","ICRA International Conference Robotics and Automation","53","924"
"DongYoonKim;DongmokShin;KyoungSigRoh;SukhanLee;WoongKwon","Experiments of Decision Making Strategies for a Lane Departure Warning System ","ICRA International Conference Robotics and Automation","53","925"
"SukhanLee","A New Data Fusion Method and its Application to State Estimation of Nonlinear Dynamic Systems ","ICRA International Conference Robotics and Automation","53","926"
"","The Big Brother Ballot ","Operating Systems Review","54","927"
"BrunoCrispo;CharalamposManifavas;FrancescoBergadano;RogerMNeedham;RossJAnderson","A New Family of Authentication Protocols ","Operating Systems Review","54","928"
"RossJAnderson","Jikzi: A New Framework for Secure Publishing ","Security Protocols Workshop","54","929"
"AndrewHoffman;ArisSamad-Yahaja;LarsBCremean;RaffaelloD'Andrea;ThomasKarpati","Big Red: The Cornell Small League Robot Soccer Team ","RoboCup","55","930"
"AndrewHoffman;ArisSamad-Yahaja;LarsBCremean;RaffaelloD'Andrea;ThomasKarpati","Big Red: The Cornell Small League Robot Soccer Team ","RoboCup","55","931"
"RaffaelloD'Andrea","Cornell Big Red: Small-Size-League Winner ","AI Artificial Intelligence Magazine","55","932"
"BHCho;DPJang;In-YoungKim;JHKu;JHLee;JSKim;SunIKim","Attention Enhancement System using Virtual Reality and EEG Biofeedback ","VR Virtual Reality","56","933"
"DongjooKang;HosungKim;HyungsikChoi;In-YoungKim;Myoung-juJeon;SunIKim;YonghoCho","ECG Acquisition and Management System for Knowledge Discovery in Database: Data Modeling, Design, and Implementation ","ISMDA","56","934"
"Dae-JinKim;In-YoungKim;SunIKim","Analysis of Scaling Exponents of Waken and Sleeping Stage in EEG ","IWANN International Work Conference Artificial and Natural Neural Networks","56","935"
"DC;III;-;Oct-;","``Optimal quadtree for variable block size motion estimation,''","IEEE Int Conf Image Processing","57","936"
"","``Optimized frequency-domain bit allocation for video coding,''","Electronics Letters","57","937"
"","``Optimized quadtree for Karhunen-Loeve transform in multispectral image coding,''","IEEE Trans Image Processing","57","938"
"BWDickinson","``Rate-distortion optimized frame type selection for MPEG encoding,''","IEEE Trans Circ and Sys for Video Technology","57","939"
"","``Rate-Distortion Optimized Motion Smoothing for MPEG- Encoding''","Proc of IEEE Int Conf Image Processing","57","940"
"","``Rate-distortion optimization of parametrized quantization matrix for MPEG- encoding,''","Proc of IEEE ICIP International Conference Image Processing","57","941"
"BWDickinson","``Subband video coding with scene adaptive hierarchical motion estimation,''","IEEE Trans Circ and Sys for Video Technology","57","942"
"BWDickinson","``Subband video coding with temporally adaptive motion interpolation,''","Proc of IEEE Int Conf Acoustics Speech and Signal Processing Adelaide","57","943"
"BWDickinson","``Scene-adaptive motion interpolation structures based on temporal masking in human visual perception,''","Proc of SPIE The International Society for Optical Engineering Conf Visual Communication and Image Processing","57","944"
"","``A study on noise model and MPEG- encoder statistics,''","Proc of Visual Communication and Image Processing IS T Electronic Imaging San Jose part II","57","945"
"BWDickinson","``Temporally adaptive motion interpolation exploiting temporal masking in visual perception,''","IEEE Trans Image Processing","57","946"
"","``Automatic prefilter control by video encoder statistics,''","Eletronics Letters","57","947"
"","Rate-Distortion Optimization of Parametrized Quantization Matrix for MPEG- Encoding ","ICIP International Conference Image Processing","57","948"
"BradleyWDickinson","Joint Optimization of Frame Type Selection and Bit Allocation for MPEG Video Encoders ","ICIP International Conference Image Processing","57","949"
"BradleyWDickinson","Multiresolution Video Indexing for Subband Coded Video Databases ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering","57","950"
"","``Adaptive frame type selection for low bit-rate video coding,''","SPIE The International Society for Optical Engineering Conf Visual Communication and Image Processing","57","951"
"","``Frequency offset resistant channel estimation for WCDMA,''","Proc of JWMMC Seoul","57","952"
"","``A fast frame type selection technique for very low bit-rate coding using MPEG- ,''","Real Time Imaging Academic Press","57","953"
"BWDickinson","``Hierarchical video indexing and retrieval for subband coded video,''","IEEE Trans Circ and Sys for Video Technology","57","954"
"","``Joint optimization of block size and quantization for quadtree-based motion estimation,''","IEEE Trans Image Processing","57","955"
"BWDickinson","``Joint optimization of frame type selection and bit allocation for MPEG video encoders,''","Proc of First IEEE Int Conf Image Processing","57","956"
"","``A Kalman filter based jump detector for image reconstruction from projections,''","review for publication","57","957"
"","``Quadtree-based least squares prediction for multispectral image coding,''","Optical Engineering","57","958"
"","``Quadtree based transform coding for multispectral image compression,''","Proc of Still Image Compression IS T Electronic Imaging San Jose","57","959"
"","``Log likelihood ratio calculation without SNR estimation for forward link DS-CDMA receivers,''"," for publication IEEE signal processing letters","57","960"
